TITLE = "B00010"
VARIABLES = "x", "y", "u", "v", "ex", "ey", "N"
ZONE T="B00010", I=128, J=128
1 1 0.000000 -0.000000 0.000000 0.000000 0.0 
5 1 0.000000 -0.000000 0.000000 0.000000 0.0 
9 1 0.000000 -0.000000 0.000000 0.000000 0.0 
13 1 0.000000 -0.000000 0.000000 0.000000 0.0 
17 1 0.000000 -0.000000 0.000000 0.000000 0.0 
21 1 0.000000 -0.000000 0.000000 0.000000 0.0 
25 1 0.000000 -0.000000 0.000000 0.000000 0.0 
29 1 0.000000 -0.000000 0.000000 0.000000 0.0 
33 1 0.000000 -0.000000 0.000000 0.000000 0.0 
37 1 0.000000 -0.000000 0.000000 0.000000 0.0 
41 1 0.000000 -0.000000 0.000000 0.000000 0.0 
45 1 0.000000 -0.000000 0.000000 0.000000 0.0 
49 1 0.000000 -0.000000 0.000000 0.000000 0.0 
53 1 0.000000 -0.000000 0.000000 0.000000 0.0 
57 1 0.000000 -0.000000 0.000000 0.000000 0.0 
61 1 0.000000 -0.000000 0.000000 0.000000 0.0 
65 1 0.000000 -0.000000 0.000000 0.000000 0.0 
69 1 0.000000 -0.000000 0.000000 0.000000 0.0 
73 1 0.000000 -0.000000 0.000000 0.000000 0.0 
77 1 0.000000 -0.000000 0.000000 0.000000 0.0 
81 1 0.000000 -0.000000 0.000000 0.000000 0.0 
85 1 0.000000 -0.000000 0.000000 0.000000 0.0 
89 1 0.000000 -0.000000 0.000000 0.000000 0.0 
93 1 0.000000 -0.000000 0.000000 0.000000 0.0 
97 1 0.000000 -0.000000 0.000000 0.000000 0.0 
101 1 0.000000 -0.000000 0.000000 0.000000 0.0 
105 1 0.000000 -0.000000 0.000000 0.000000 0.0 
109 1 0.000000 -0.000000 0.000000 0.000000 0.0 
113 1 0.000000 -0.000000 0.000000 0.000000 0.0 
117 1 0.000000 -0.000000 0.000000 0.000000 0.0 
121 1 0.000000 -0.000000 0.000000 0.000000 0.0 
125 1 0.000000 -0.000000 0.000000 0.000000 0.0 
129 1 0.000000 -0.000000 0.000000 0.000000 0.0 
133 1 0.000000 -0.000000 0.000000 0.000000 0.0 
137 1 0.000000 -0.000000 0.000000 0.000000 0.0 
141 1 0.000000 -0.000000 0.000000 0.000000 0.0 
145 1 0.000000 -0.000000 0.000000 0.000000 0.0 
149 1 0.000000 -0.000000 0.000000 0.000000 0.0 
153 1 0.000000 -0.000000 0.000000 0.000000 0.0 
157 1 0.000000 -0.000000 0.000000 0.000000 0.0 
161 1 0.000000 -0.000000 0.000000 0.000000 0.0 
165 1 0.000000 -0.000000 0.000000 0.000000 0.0 
169 1 0.000000 -0.000000 0.000000 0.000000 0.0 
173 1 0.000000 -0.000000 0.000000 0.000000 0.0 
177 1 0.000000 -0.000000 0.000000 0.000000 0.0 
181 1 0.000000 -0.000000 0.000000 0.000000 0.0 
185 1 0.000000 -0.000000 0.000000 0.000000 0.0 
189 1 0.000000 -0.000000 0.000000 0.000000 0.0 
193 1 0.000000 -0.000000 0.000000 0.000000 0.0 
197 1 0.000000 -0.000000 0.000000 0.000000 0.0 
201 1 0.000000 -0.000000 0.000000 0.000000 0.0 
205 1 0.000000 -0.000000 0.000000 0.000000 0.0 
209 1 0.000000 -0.000000 0.000000 0.000000 0.0 
213 1 0.000000 -0.000000 0.000000 0.000000 0.0 
217 1 0.000000 -0.000000 0.000000 0.000000 0.0 
221 1 0.000000 -0.000000 0.000000 0.000000 0.0 
225 1 0.000000 -0.000000 0.000000 0.000000 0.0 
229 1 0.000000 -0.000000 0.000000 0.000000 0.0 
233 1 0.000000 -0.000000 0.000000 0.000000 0.0 
237 1 0.000000 -0.000000 0.000000 0.000000 0.0 
241 1 0.000000 -0.000000 0.000000 0.000000 0.0 
245 1 0.000000 -0.000000 0.000000 0.000000 0.0 
249 1 0.000000 -0.000000 0.000000 0.000000 0.0 
253 1 0.000000 -0.000000 0.000000 0.000000 0.0 
257 1 0.000000 -0.000000 0.000000 0.000000 0.0 
261 1 0.000000 -0.000000 0.000000 0.000000 0.0 
265 1 0.000000 -0.000000 0.000000 0.000000 0.0 
269 1 0.000000 -0.000000 0.000000 0.000000 0.0 
273 1 0.000000 -0.000000 0.000000 0.000000 0.0 
277 1 0.000000 -0.000000 0.000000 0.000000 0.0 
281 1 0.000000 -0.000000 0.000000 0.000000 0.0 
285 1 0.000000 -0.000000 0.000000 0.000000 0.0 
289 1 0.000000 -0.000000 0.000000 0.000000 0.0 
293 1 0.000000 -0.000000 0.000000 0.000000 0.0 
297 1 0.000000 -0.000000 0.000000 0.000000 0.0 
301 1 0.000000 -0.000000 0.000000 0.000000 0.0 
305 1 0.000000 -0.000000 0.000000 0.000000 0.0 
309 1 0.000000 -0.000000 0.000000 0.000000 0.0 
313 1 0.000000 -0.000000 0.000000 0.000000 0.0 
317 1 0.000000 -0.000000 0.000000 0.000000 0.0 
321 1 0.000000 -0.000000 0.000000 0.000000 0.0 
325 1 0.000000 -0.000000 0.000000 0.000000 0.0 
329 1 0.000000 -0.000000 0.000000 0.000000 0.0 
333 1 0.000000 -0.000000 0.000000 0.000000 0.0 
337 1 0.000000 -0.000000 0.000000 0.000000 0.0 
341 1 0.000000 -0.000000 0.000000 0.000000 0.0 
345 1 0.000000 -0.000000 0.000000 0.000000 0.0 
349 1 0.000000 -0.000000 0.000000 0.000000 0.0 
353 1 0.000000 -0.000000 0.000000 0.000000 0.0 
357 1 0.000000 -0.000000 0.000000 0.000000 0.0 
361 1 0.000000 -0.000000 0.000000 0.000000 0.0 
365 1 0.000000 -0.000000 0.000000 0.000000 0.0 
369 1 0.000000 -0.000000 0.000000 0.000000 0.0 
373 1 0.000000 -0.000000 0.000000 0.000000 0.0 
377 1 0.000000 -0.000000 0.000000 0.000000 0.0 
381 1 0.000000 -0.000000 0.000000 0.000000 0.0 
385 1 0.000000 -0.000000 0.000000 0.000000 0.0 
389 1 0.000000 -0.000000 0.000000 0.000000 0.0 
393 1 0.000000 -0.000000 0.000000 0.000000 0.0 
397 1 0.000000 -0.000000 0.000000 0.000000 0.0 
401 1 0.000000 -0.000000 0.000000 0.000000 0.0 
405 1 0.000000 -0.000000 0.000000 0.000000 0.0 
409 1 0.000000 -0.000000 0.000000 0.000000 0.0 
413 1 0.000000 -0.000000 0.000000 0.000000 0.0 
417 1 0.000000 -0.000000 0.000000 0.000000 0.0 
421 1 0.000000 -0.000000 0.000000 0.000000 0.0 
425 1 0.000000 -0.000000 0.000000 0.000000 0.0 
429 1 0.000000 -0.000000 0.000000 0.000000 0.0 
433 1 0.000000 -0.000000 0.000000 0.000000 0.0 
437 1 0.000000 -0.000000 0.000000 0.000000 0.0 
441 1 0.000000 -0.000000 0.000000 0.000000 0.0 
445 1 0.000000 -0.000000 0.000000 0.000000 0.0 
449 1 0.000000 -0.000000 0.000000 0.000000 0.0 
453 1 0.000000 -0.000000 0.000000 0.000000 0.0 
457 1 0.000000 -0.000000 0.000000 0.000000 0.0 
461 1 0.000000 -0.000000 0.000000 0.000000 0.0 
465 1 0.000000 -0.000000 0.000000 0.000000 0.0 
469 1 0.000000 -0.000000 0.000000 0.000000 0.0 
473 1 0.000000 -0.000000 0.000000 0.000000 0.0 
477 1 0.000000 -0.000000 0.000000 0.000000 0.0 
481 1 0.000000 -0.000000 0.000000 0.000000 0.0 
485 1 0.000000 -0.000000 0.000000 0.000000 0.0 
489 1 0.000000 -0.000000 0.000000 0.000000 0.0 
493 1 0.000000 -0.000000 0.000000 0.000000 0.0 
497 1 0.000000 -0.000000 0.000000 0.000000 0.0 
501 1 0.000000 -0.000000 0.000000 0.000000 0.0 
505 1 0.000000 -0.000000 0.000000 0.000000 0.0 
509 1 0.000000 -0.000000 0.000000 0.000000 0.0 
1 5 0.000000 -0.000000 0.000000 0.000000 0.0 
5 5 0.000000 -0.000000 0.000000 0.000000 0.0 
9 5 0.000000 -0.000000 0.000000 0.000000 0.0 
13 5 0.000000 -0.000000 0.000000 0.000000 0.0 
17 5 0.000000 -0.000000 0.000000 0.000000 0.0 
21 5 0.000000 -0.000000 0.000000 0.000000 0.0 
